name,number,street,city,lon,lat,freq,sub_info
The Good Home,,,,174.7646906,-36.8691544,3,Lord Howe Island NSW
Brothers Beer,,,,174.7585169,-36.8501354,3,Lord Howe Island NSW
Great Western Hotel,,,,142.8542549,-37.1515017,3,Stawell West VIC
Speights Ale House,,,,168.3468911,-46.4112643,3,Port Arthur TAS
Doolan Brothers,,,,174.776475,-36.8671711,3,Lord Howe Island NSW
Oxford Hotel,61,Otho Street,,151.112216,-29.7751989,3,Rob Roy NSW
The Union Hotel,,,,141.6501154,-36.3340118,3,Miram VIC
The Royal,190,Mary Street,,152.6603387,-26.1895629,3,Toolara Forest QLD
Club House Hotel,91,Caswell Street,,148.1914313,-32.724811,3,Trewilga NSW
The Good Home,,,,174.7316483,-36.6282666,3,Lord Howe Island NSW
Brothers Beer,,,,174.7589113,-36.8685496,3,Lord Howe Island NSW
Brothers Beer,,,,174.8091491,-36.8631269,3,Lord Howe Island NSW
The Tavern,,,,172.6603959,-43.6681846,3,Lord Howe Island NSW
Speights Ale House,,,,175.2734408,-37.7807861,3,Lord Howe Island NSW
The Good Home,,,,174.930519,-37.0512651,3,Lord Howe Island NSW
Club House Hotel,,,,150.2518519,-30.9771717,3,Ghoolendaadi NSW
Alexandra Hotel,,,,150.3299989,-33.7110355,2,Katoomba DC NSW
Country Club Hotel,,,,151.2636139,-27.1835455,2,Grassdale QLD
Robin Hood Hotel,,,,151.2536568,-33.9008581,2,Bronte NSW
Ocean Beach Hotel,,,,115.7528617,-31.9900286,2,Peppermint Grove WA
Royal Oak,,,,151.1809784,-33.8555843,2,Birchgrove NSW
Memorial Club,,,,148.245833,-20.0118757,2,Queens Beach QLD
Prince Alfred Hotel,191,Grattan Street,,144.9622254,-37.8004316,2,University Of Melbourne VIC
Cambridge Hotel,,,,174.7828769,-41.2951348,2,Lord Howe Island NSW
Cumberland Hotel,,,,144.2167416,-37.0645689,2,Castlemaine VIC
Post Office Hotel,,,,144.9649421,-37.7487664,2,Lygon Street North VIC
Elephant & Wheelbarrow,,,,144.980793,-37.8581227,2,Prahran VIC
Cumberland Hotel,,,,143.9488268,-37.3316871,2,Newlyn VIC
Victoria Tavern,,,,147.328225,-42.8839943,2,South Hobart TAS
Customs House,,,,147.3309891,-42.8848872,2,South Hobart TAS
Uni Bar,,,,147.3238973,-42.9031496,2,University Of Tasmania TAS
The Duke of Edinburgh,,,,176.6114974,-40.3042696,2,Lord Howe Island NSW
Post Office Hotel,,,,173.0107954,-41.1105545,2,Lord Howe Island NSW
The Paddington,,,,115.8397641,-31.9220968,2,Dog Swamp WA
Pioneer Tavern,,,,150.7106798,-33.776712,2,Orchard Hills NSW
Melbourne Hotel,,Browning Street,,153.0132072,-27.4776327,2,St Lucia South QLD
Elephant & Wheelbarrow,94-96,Bourke Street,,144.970217,-37.811917,2,Southbank VIC
Windsor Castle,,,,174.7794421,-36.8535279,2,Lord Howe Island NSW
Victory Hotel,,,,153.4893323,-28.4418785,2,Middle Pocket NSW
Alexandra Hotel,64,Grant Street,,145.7093248,-37.1915307,2,Taggerty VIC
The Paddington,,,,174.7823592,-36.8505721,2,Lord Howe Island NSW
The Pioneer,,,,174.6948826,-36.5875352,2,Lord Howe Island NSW
The Local Taphouse,,Carlisle Street,,144.9899304,-37.8681669,2,St Kilda West VIC
Windsor Castle,,,,151.5893455,-32.7499398,2,Metford DC NSW
Oasis Hotel,,,,151.054311,-33.926061,2,Roselands NSW
Cricketers Arms,,,,151.2173241,-33.8856628,2,Moore Park NSW
Harrigans,,,,151.3492186,-32.781539,2,Kearsley NSW
The Oxford Hotel,134,Oxford Street,,151.2167274,-33.8802585,2,Darlinghurst NSW
Hampden Hotel,,,,143.1450794,-38.2308035,2,Gnotuk VIC
The Oxford Hotel,,,,151.1545107,-33.8512821,2,Drummoyne NSW
Mac's Hotel,,,,142.4811753,-38.3779997,2,Warrnambool West VIC
The Rose Hotel,,,,144.899213,-37.858902,2,Williamstown North VIC
Boathouse Tavern,,,,153.3141439,-27.8712831,2,Coomera QLD
Pub,,,,140.3540571,-37.5949239,2,Wattle Range East SA
Grand Tavern,,,,175.7141191,-37.5452724,2,Lord Howe Island NSW
White Hart Hotel,,,,142.199928,-36.71451,2,Horsham West VIC
Grand Central Hotel,,,,142.024312,-37.743051,2,Tarrington VIC
Wallaroo Hotel,,Clara Street,,137.6215449,-33.9326889,2,Wallaroo Plain SA
Country Club Hotel,,,,151.9338,-28.6562919,2,Applethorpe QLD
Pier Hotel,,The Esplanade,,121.8933799,-33.8615833,2,Nulsen WA
Mac's Hotel,,,,140.7798574,-37.8304046,2,Mount Gambier DC SA
The Duke of Edinburgh,,,,149.0660031,-21.1603735,2,Dundula QLD
The Local Taphouse,122,Flinders Street,,151.2181272,-33.8846302,2,Darlinghurst NSW
Oasis Hotel,,,,145.846333,-29.3204952,2,Louth NSW
Prince Alfred Hotel,,,,152.5427415,-25.8331494,2,Gungaloon QLD
Memorial Club,,,,134.1883978,-19.647122,2,Brunchilly NT
Grand Central Hotel,,,,153.0261915,-27.466158,2,Brisbane Adelaide Street QLD
Hampden Hotel,,,,153.0151784,-30.2223861,2,Boambee NSW
Palace Hotel,,,,145.057405,-37.826396,2,Camberwell North VIC
Customs House,17,Macquarie Place,,151.2097728,-33.8630678,2,Haymarket NSW
Harrigans,,,,153.3762533,-27.7870324,2,Coomera QLD
The Farmers Arms,,Albert Street,,143.8945549,-37.4216156,2,Dean VIC
Boathouse Tavern,,,,115.7222895,-32.5341755,2,Falcon WA
The Craic,,,,172.6025516,-43.5294396,2,Lord Howe Island NSW
Globe Hotel,,,,149.2391162,-36.9113437,2,Rockton NSW
Ocean Beach Hotel,,,,150.8698851,-34.5781353,2,Warilla NSW
Pastoral Hotel,17,Stirling Road,,137.7692524,-32.4967047,2,Arkaroola Village SA
Grand Tavern,,,,169.3144336,-45.5397887,2,Port Arthur TAS
Robin Hood Hotel,,,,138.8927017,-35.2546135,2,Mcharg Creek SA
The Brewhouse,,,,150.9007865,-33.7458586,2,Stanhope Gardens NSW
Globe Hotel,2,Sanger Street,,146.3909883,-36.0006609,2,Wahgunyah VIC
Victory Hotel,,,,138.4737967,-35.3294017,2,Sellicks Beach SA
Pub,,,,140.3550658,-37.5959496,2,Wattle Range East SA
White Hart Hotel,,,,150.8392451,-31.7647605,2,Green Creek NSW
Victoria Tavern,,,,150.520792,-23.3724442,2,Nankin QLD
Civic Hotel,,,,153.2753452,-28.8099189,2,Wardell NSW
Melbourne Hotel,,,,152.3531634,-24.8714814,2,George Street QLD
The Brewhouse,,,,152.3535463,-24.8651203,2,George Street QLD
The Rose Hotel,406,Napier Street,,144.9814035,-37.7955069,2,Collingwood North VIC
The Pioneer,,,,175.3261963,-38.0100591,2,Lord Howe Island NSW
Palace Hotel,,,,151.2055835,-33.8796489,2,Ultimo NSW
The Farmers Arms,,,,141.6489624,-36.3336583,2,Miram VIC
Civic Hotel,,,,151.2077158,-33.8778723,2,Ultimo NSW
The Craic,,,,176.9981465,-37.9505471,2,Lord Howe Island NSW
Uni Bar,,,,153.0526365,-27.5523124,2,Nathan QLD
Cricketers Arms,,,,151.1821405,-33.8576224,2,Birchgrove NSW
Royal Oak,,,,138.6269043,-35.1085409,2,Flagstaff Hill SA
Cambridge Hotel,,,,148.1754479,-33.1388988,2,Tichborne NSW
Pier Hotel,1751,Botany Road,,151.210549,-33.9596301,2,Banksmeadow NSW
Pioneer Tavern,,,,175.6547436,-37.2918193,2,Lord Howe Island NSW
Wallaroo Hotel,,,,150.7507145,-29.2521212,2,Twin Rivers NSW
Pastoral Hotel,112,Talbragar Street,,148.6056645,-32.2451944,2,Boothenba NSW
